"time","h1","h2","tRun","der(h1)","der(h2)","der(tRun)","tMark","seq","paused","shutting","valve1","valve2","valve3"
301,0.5712500003825165,0.2460714283978445,10.00000000200232,-0.00375,0.003214285714285714,0,0,4,0,0,0,1,0
302,0.5675000003825166,0.2492857141121302,10.00000000200232,-0.00375,0.003214285714285714,0,0,4,0,0,0,1,0
303,0.5637500003825165,0.252499999826416,10.00000000200232,-0.00375,0.003214285714285714,0,0,4,0,0,0,1,0
304,0.5600000003825165,0.2557142855407017,10.00000000200232,-0.00375,0.003214285714285714,0,0,4,0,0,0,1,0
305,0.5562500003825165,0.2589285712549874,10.00000000200232,-0.00375,0.003214285714285714,0,0,4,0,0,0,1,0
306,0.5525000003825166,0.2621428569692731,10.00000000200232,-0.00375,0.003214285714285714,0,0,4,0,0,0,1,0
307,0.5487500003825165,0.2653571426835588,10.00000000200232,-0.00375,0.003214285714285714,0,0,4,0,0,0,1,0
308,0.5450000003825165,0.2685714283978445,10.00000000200232,-0.00375,0.003214285714285714,0,0,4,0,0,0,1,0
309,0.5412500003825165,0.2717857141121303,10.00000000200232,-0.00375,0.003214285714285714,0,0,4,0,0,0,1,0
310,0.5375000003825166,0.274999999826416,10.00000000200232,-0.00375,0.003214285714285714,0,0,4,0,0,0,1,0
311,0.5337500003825165,0.2782142855407017,10.00000000200232,-0.00375,0.003214285714285714,0,0,4,0,0,0,1,0
312,0.5300000003825165,0.2814285712549874,10.00000000200232,-0.00375,0.003214285714285714,0,0,4,0,0,0,1,0
313,0.5262500003825165,0.2846428569692732,10.00000000200232,-0.00375,0.003214285714285714,0,0,4,0,0,0,1,0
314,0.5225000003825165,0.2878571426835589,10.00000000200232,-0.00375,0.003214285714285714,0,0,4,0,0,0,1,0
315,0.5187500003825165,0.2910714283978446,10.00000000200232,-0.00375,0.003214285714285714,0,0,4,0,0,0,1,0
316,0.5150000003825165,0.2942857141121303,10.00000000200232,-0.00375,0.003214285714285714,0,0,4,0,0,0,1,0
317,0.5112500003825164,0.297499999826416,10.00000000200232,-0.00375,0.003214285714285714,0,0,4,0,0,0,1,0
318,0.5075000003825165,0.3007142855407017,10.00000000200232,-0.00375,0.003214285714285714,0,0,4,0,0,0,1,0
319,0.5037500003825165,0.3039285712549875,10.00000000200232,-0.00375,0.003214285714285714,0,0,4,0,0,0,1,0
320,0.5000000003825165,0.3071428569692731,10.00000000200232,-0.00375,0.003214285714285714,0,0,4,0,0,0,1,0
321,0.4962500003825165,0.3103571426835589,10.00000000200232,-0.00375,0.003214285714285714,0,0,4,0,0,0,1,0
322,0.4925000003825165,0.3135714283978446,10.00000000200232,-0.00375,0.003214285714285714,0,0,4,0,0,0,1,0
323,0.4887500003825165,0.3167857141121303,10.00000000200232,-0.00375,0.003214285714285714,0,0,4,0,0,0,1,0
324,0.4850000003825165,0.319999999826416,10.00000000200232,-0.00375,0.003214285714285714,0,0,4,0,0,0,1,0
325,0.4812500003825165,0.3232142855407018,10.00000000200232,-0.00375,0.003214285714285714,0,0,4,0,0,0,1,0
326,0.4775000003825165,0.3264285712549874,10.00000000200232,-0.00375,0.003214285714285714,0,0,4,0,0,0,1,0
327,0.4737500003825165,0.3296428569692731,10.00000000200232,-0.00375,0.003214285714285714,0,0,4,0,0,0,1,0
328,0.4700000003825165,0.3328571426835589,10.00000000200232,-0.00375,0.003214285714285714,0,0,4,0,0,0,1,0
329,0.4662500003825165,0.3360714283978446,10.00000000200232,-0.00375,0.003214285714285714,0,0,4,0,0,0,1,0
330,0.4625000003825165,0.3392857141121303,10.00000000200232,-0.00375,0.003214285714285714,0,0,4,0,0,0,1,0
331,0.4587500003825165,0.342499999826416,10.00000000200232,-0.00375,0.003214285714285714,0,0,4,0,0,0,1,0
332,0.4550000003825165,0.3457142855407017,10.00000000200232,-0.00375,0.003214285714285714,0,0,4,0,0,0,1,0
333,0.4512500003825165,0.3489285712549874,10.00000000200232,-0.00375,0.003214285714285714,0,0,4,0,0,0,1,0
334,0.4475000003825165,0.3521428569692732,10.00000000200232,-0.00375,0.003214285714285714,0,0,4,0,0,0,1,0
335,0.4437500003825165,0.3553571426835589,10.00000000200232,-0.00375,0.003214285714285714,0,0,4,0,0,0,1,0
336,0.4400000003825165,0.3585714283978446,10.00000000200232,-0.00375,0.003214285714285714,0,0,4,0,0,0,1,0
337,0.4362500003825165,0.3617857141121303,10.00000000200232,-0.00375,0.003214285714285714,0,0,4,0,0,0,1,0
338,0.4325000003825165,0.364999999826416,10.00000000200232,-0.00375,0.003214285714285714,0,0,4,0,0,0,1,0
339,0.4287500003825165,0.3682142855407017,10.00000000200232,-0.00375,0.003214285714285714,0,0,4,0,0,0,1,0
340,0.4250000003825165,0.3714285712549875,10.00000000200232,-0.00375,0.003214285714285714,0,0,4,0,0,0,1,0
341,0.4212500003825165,0.3746428569692731,10.00000000200232,-0.00375,0.003214285714285714,0,0,4,0,0,0,1,0
342,0.4175000003825165,0.3778571426835589,10.00000000200232,-0.00375,0.003214285714285714,0,0,4,0,0,0,1,0
343,0.4137500003825165,0.3810714283978446,10.00000000200232,-0.00375,0.003214285714285714,0,0,4,0,0,0,1,0
344,0.4100000003825165,0.3842857141121303,10.00000000200232,-0.00375,0.003214285714285714,0,0,4,0,0,0,1,0
345,0.4062500003825165,0.387499999826416,10.00000000200232,-0.00375,0.003214285714285714,0,0,4,0,0,0,1,0
346,0.4025000003825165,0.3907142855407017,10.00000000200232,-0.00375,0.003214285714285714,0,0,4,0,0,0,1,0
347,0.3987500003825165,0.3939285712549874,10.00000000200232,-0.00375,0.003214285714285714,0,0,4,0,0,0,1,0
348,0.3950000003825165,0.3971428569692731,10.00000000200232,-0.00375,0.003214285714285714,0,0,4,0,0,0,1,0
349,0.3912500003825164,0.4003571426835588,10.00000000200232,-0.00375,0.003214285714285714,0,0,4,0,0,0,1,0
350,0.3875000003825165,0.4035714283978445,10.00000000200232,-0.00375,0.003214285714285714,0,0,4,0,0,0,1,0
351,0.3837500003825165,0.4067857141121303,10.00000000200232,-0.00375,0.003214285714285714,0,0,4,0,0,0,1,0
352,0.3800000003825165,0.409999999826416,10.00000000200232,-0.00375,0.003214285714285714,0,0,4,0,0,0,1,0
353,0.3762500003825164,0.4132142855407017,10.00000000200232,-0.00375,0.003214285714285714,0,0,4,0,0,0,1,0
354,0.3725000003825165,0.4164285712549874,10.00000000200232,-0.00375,0.003214285714285714,0,0,4,0,0,0,1,0
355,0.3687500003825165,0.4196428569692731,10.00000000200232,-0.00375,0.003214285714285714,0,0,4,0,0,0,1,0
356,0.3650000003825165,0.4228571426835588,10.00000000200232,-0.00375,0.003214285714285714,0,0,4,0,0,0,1,0
357,0.3612500003825165,0.4260714283978446,10.00000000200232,-0.00375,0.003214285714285714,0,0,4,0,0,0,1,0
358,0.3575000003825165,0.4292857141121302,10.00000000200232,-0.00375,0.003214285714285714,0,0,4,0,0,0,1,0
359,0.3537500003825165,0.432499999826416,10.00000000200232,-0.00375,0.003214285714285714,0,0,4,0,0,0,1,0
360,0.3500000003825164,0.4357142855407017,10.00000000200232,-0.00375,0.003214285714285714,0,0,4,0,0,0,1,0
361,0.3462500003825165,0.4389285712549874,10.00000000200232,-0.00375,0.003214285714285714,0,0,4,0,0,0,1,0
362,0.3425000003825165,0.4421428569692731,10.00000000200232,-0.00375,0.003214285714285714,0,0,4,0,0,0,1,0
363,0.3387500003825165,0.4453571426835589,10.00000000200232,-0.00375,0.003214285714285714,0,0,4,0,0,0,1,0
364,0.3350000003825165,0.4485714283978446,10.00000000200232,-0.00375,0.003214285714285714,0,0,4,0,0,0,1,0
365,0.3312500003825165,0.4517857141121303,10.00000000200232,-0.00375,0.003214285714285714,0,0,4,0,0,0,1,0
366,0.3275000003825165,0.454999999826416,10.00000000200232,-0.00375,0.003214285714285714,0,0,4,0,0,0,1,0
367,0.3237500003825164,0.4582142855407017,10.00000000200232,-0.00375,0.003214285714285714,0,0,4,0,0,0,1,0
368,0.3200000003825165,0.4614285712549874,10.00000000200232,-0.00375,0.003214285714285714,0,0,4,0,0,0,1,0
369,0.3162500003825165,0.4646428569692731,10.00000000200232,-0.00375,0.003214285714285714,0,0,4,0,0,0,1,0
370,0.3125000003825165,0.4678571426835588,10.00000000200232,-0.00375,0.003214285714285714,0,0,4,0,0,0,1,0
371,0.3087500003825165,0.4710714283978445,10.00000000200232,-0.00375,0.003214285714285714,0,0,4,0,0,0,1,0
372,0.3050000003825165,0.4742857141121303,10.00000000200232,-0.00375,0.003214285714285714,0,0,4,0,0,0,1,0
373,0.3012500003825165,0.477499999826416,10.00000000200232,-0.00375,0.003214285714285714,0,0,4,0,0,0,1,0
374,0.2975000003825164,0.4807142855407017,10.00000000200232,-0.00375,0.003214285714285714,0,0,4,0,0,0,1,0
375,0.2937500003825165,0.4839285712549874,10.00000000200232,-0.00375,0.003214285714285714,0,0,4,0,0,0,1,0
376,0.2900000003825165,0.4871428569692731,10.00000000200232,-0.00375,0.003214285714285714,0,0,4,0,0,0,1,0
377,0.2862500003825165,0.4903571426835588,10.00000000200232,-0.00375,0.003214285714285714,0,0,4,0,0,0,1,0
378,0.2825000003825165,0.4935714283978446,10.00000000200232,-0.00375,0.003214285714285714,0,0,4,0,0,0,1,0
379,0.2787500003825165,0.4967857141121302,10.00000000200232,-0.00375,0.003214285714285714,0,0,4,0,0,0,1,0
380,0.2750000003825165,0.499999999826416,10.00000000200232,-0.00375,0.003214285714285714,0,0,4,0,0,0,1,0
381,0.2712500003825165,0.5032142855407017,10.00000000200232,-0.00375,0.003214285714285714,0,0,4,0,0,0,1,0
382,0.2675000003825165,0.5064285712549874,10.00000000200232,-0.00375,0.003214285714285714,0,0,4,0,0,0,1,0
383,0.2637500003825165,0.5096428569692731,10.00000000200232,-0.00375,0.003214285714285714,0,0,4,0,0,0,1,0
384,0.2600000003825165,0.5128571426835589,10.00000000200232,-0.00375,0.003214285714285714,0,0,4,0,0,0,1,0
385,0.2562500003825165,0.5160714283978446,10.00000000200232,-0.00375,0.003214285714285714,0,0,4,0,0,0,1,0
386,0.2525000003825165,0.5192857141121303,10.00000000200232,-0.00375,0.003214285714285714,0,0,4,0,0,0,1,0
387,0.2487500003825165,0.5224999998264159,10.00000000200232,-0.00375,0.003214285714285714,0,0,4,0,0,0,1,0
388,0.2450000003825165,0.5257142855407017,10.00000000200232,-0.00375,0.003214285714285714,0,0,4,0,0,0,1,0
389,0.2412500003825165,0.5289285712549874,10.00000000200232,-0.00375,0.003214285714285714,0,0,4,0,0,0,1,0
390,0.2375000003825165,0.5321428569692731,10.00000000200232,-0.00375,0.003214285714285714,0,0,4,0,0,0,1,0
391,0.2337500003825165,0.5353571426835588,10.00000000200232,-0.00375,0.003214285714285714,0,0,4,0,0,0,1,0
392,0.2300000003825165,0.5385714283978446,10.00000000200232,-0.00375,0.003214285714285714,0,0,4,0,0,0,1,0
393,0.2262500003825165,0.5417857141121303,10.00000000200232,-0.00375,0.003214285714285714,0,0,4,0,0,0,1,0
394,0.2225000003825165,0.544999999826416,10.00000000200232,-0.00375,0.003214285714285714,0,0,4,0,0,0,1,0
395,0.2187500003825165,0.5482142855407017,10.00000000200232,-0.00375,0.003214285714285714,0,0,4,0,0,0,1,0
396,0.2150000003825165,0.5514285712549875,10.00000000200232,-0.00375,0.003214285714285714,0,0,4,0,0,0,1,0
397,0.2112500003825165,0.5546428569692732,10.00000000200232,-0.00375,0.003214285714285714,0,0,4,0,0,0,1,0
398,0.2075000003825165,0.5578571426835588,10.00000000200232,-0.00375,0.003214285714285714,0,0,4,0,0,0,1,0
399,0.2037500003825165,0.5610714283978445,10.00000000200232,-0.00375,0.003214285714285714,0,0,4,0,0,0,1,0
400,0.2000000003825165,0.5642857141121302,10.00000000200232,-0.00375,0.003214285714285714,0,0,4,0,0,0,1,0
401,0.1962500003825165,0.567499999826416,10.00000000200232,-0.00375,0.003214285714285714,0,0,4,0,0,0,1,0
402,0.1925000003825165,0.5707142855407017,10.00000000200232,-0.00375,0.003214285714285714,0,0,4,0,0,0,1,0
403,0.1887500003825165,0.5739285712549874,10.00000000200232,-0.00375,0.003214285714285714,0,0,4,0,0,0,1,0
404,0.1850000003825165,0.5771428569692731,10.00000000200232,-0.00375,0.003214285714285714,0,0,4,0,0,0,1,0
405,0.1812500003825165,0.5803571426835589,10.00000000200232,-0.00375,0.003214285714285714,0,0,4,0,0,0,1,0
406,0.1775000003825165,0.5835714283978446,10.00000000200232,-0.00375,0.003214285714285714,0,0,4,0,0,0,1,0
407,0.1737500003825165,0.5867857141121303,10.00000000200232,-0.00375,0.003214285714285714,0,0,4,0,0,0,1,0
408,0.1700000003825164,0.5899999998264162,10.00000000200232,-0.00375,0.003214285714285714,0,0,4,0,0,0,1,0
409,0.1662500003825165,0.5932142855407019,10.00000000200232,-0.00375,0.003214285714285714,0,0,4,0,0,0,1,0
410,0.1625000003825164,0.5964285712549876,10.00000000200232,-0.00375,0.003214285714285714,0,0,4,0,0,0,1,0
411,0.1587500003825165,0.5996428569692733,10.00000000200232,-0.00375,0.003214285714285714,0,0,4,0,0,0,1,0
412,0.1550000003825165,0.6028571426835589,10.00000000200232,-0.00375,0.003214285714285714,0,0,4,0,0,0,1,0
413,0.1512500003825165,0.6060714283978448,10.00000000200232,-0.00375,0.003214285714285714,0,0,4,0,0,0,1,0
414,0.1475000003825165,0.6092857141121304,10.00000000200232,-0.00375,0.003214285714285714,0,0,4,0,0,0,1,0
415,0.1437500003825165,0.6124999998264162,10.00000000200232,-0.00375,0.003214285714285714,0,0,4,0,0,0,1,0
416,0.1400000003825165,0.6157142855407018,10.00000000200232,-0.00375,0.003214285714285714,0,0,4,0,0,0,1,0
417,0.1362500003825165,0.6189285712549876,10.00000000200232,-0.00375,0.003214285714285714,0,0,4,0,0,0,1,0
418,0.1325000003825165,0.6221428569692733,10.00000000200232,-0.00375,0.003214285714285714,0,0,4,0,0,0,1,0
419,0.1287500003825165,0.625357142683559,10.00000000200232,-0.00375,0.003214285714285714,0,0,4,0,0,0,1,0
420,0.1250000003825165,0.6285714283978447,10.00000000200232,-0.00375,0.003214285714285714,0,0,4,0,0,0,1,0
421,0.1212500003825164,0.6317857141121304,10.00000000200232,-0.00375,0.003214285714285714,0,0,4,0,0,0,1,0
422,0.1175000003825165,0.6349999998264162,10.00000000200232,-0.00375,0.003214285714285714,0,0,4,0,0,0,1,0
423,0.1137500003825164,0.6382142855407018,10.00000000200232,-0.00375,0.003214285714285714,0,0,4,0,0,0,1,0
424,0.1100000003825164,0.6414285712549876,10.00000000200232,-0.00375,0.003214285714285714,0,0,4,0,0,0,1,0
425,0.1062500003825165,0.6446428569692733,10.00000000200232,-0.00375,0.003214285714285714,0,0,4,0,0,0,1,0
426,0.1025000003825164,0.6478571426835591,10.00000000200232,-0.00375,0.003214285714285714,0,0,4,0,0,0,1,0
427,0.09875000038251647,0.6510714283978447,10.00000000200232,-0.00375,0.003214285714285714,0,0,4,0,0,0,1,0
428,0.09500000038251649,0.6542857141121304,10.00000000200232,-0.00375,0.003214285714285714,0,0,4,0,0,0,1,0
429,0.09125000038251646,0.6574999998264162,10.00000000200232,-0.00375,0.003214285714285714,0,0,4,0,0,0,1,0
430,0.08750000038251649,0.6607142855407018,10.00000000200232,-0.00375,0.003214285714285714,0,0,4,0,0,0,1,0
431,0.08375000038251645,0.6639285712549876,10.00000000200232,-0.00375,0.003214285714285714,0,0,4,0,0,0,1,0
432,0.08000000038251648,0.6671428569692732,10.00000000200232,-0.00375,0.003214285714285714,0,0,4,0,0,0,1,0
433,0.0762500003825165,0.6703571426835591,10.00000000200232,-0.00375,0.003214285714285714,0,0,4,0,0,0,1,0
434,0.07250000038251647,0.6735714283978447,10.00000000200232,-0.00375,0.003214285714285714,0,0,4,0,0,0,1,0
435,0.0687500003825165,0.6767857141121304,10.00000000200232,-0.00375,0.003214285714285714,0,0,4,0,0,0,1,0
436,0.06500000038251647,0.6799999998264161,10.00000000200232,-0.00375,0.003214285714285714,0,0,4,0,0,0,1,0
437,0.06125000038251643,0.6832142855407018,10.00000000200232,-0.00375,0.003214285714285714,0,0,4,0,0,0,1,0
438,0.05750000038251646,0.6864285712549876,10.00000000200232,-0.00375,0.003214285714285714,0,0,4,0,0,0,1,0
439,0.05375000038251643,0.6896428569692733,10.00000000200232,-0.00375,0.003214285714285714,0,0,4,0,0,0,1,0
440,0.05000000038251645,0.692857142683559,10.00000000200232,-0.00375,0.003214285714285714,0,0,4,0,0,0,1,0
440.0000001300061,0.04999999989499349,0.6928571431014359,10.00000000200232,-0.00375,0.003214285714285714,0,0,4,0,0,0,1,0
440.0000001300061,0.04999999989499349,0.6928571431014359,10.00000000200232,0,0,1,10.00000000200232,5,0,0,0,0,0
441,0.04999999989499349,0.6928571431014359,10.9999998719962,0,0,1,10.00000000200232,5,0,0,0,0,0
442,0.04999999989499349,0.6928571431014359,11.99999987199623,0,0,1,10.00000000200232,5,0,0,0,0,0
443,0.04999999989499349,0.6928571431014359,12.99999987199622,0,0,1,10.00000000200232,5,0,0,0,0,0
444,0.04999999989499349,0.6928571431014359,13.99999987199622,0,0,1,10.00000000200232,5,0,0,0,0,0
445,0.04999999989499349,0.6928571431014359,14.99999987199621,0,0,1,10.00000000200232,5,0,0,0,0,0
446,0.04999999989499349,0.6928571431014359,15.99999987199621,0,0,1,10.00000000200232,5,0,0,0,0,0
447,0.04999999989499349,0.6928571431014359,16.99999987199621,0,0,1,10.00000000200232,5,0,0,0,0,0
448,0.04999999989499349,0.6928571431014359,17.99999987199621,0,0,1,10.00000000200232,5,0,0,0,0,0
449,0.04999999989499349,0.6928571431014359,18.99999987199621,0,0,1,10.00000000200232,5,0,0,0,0,0
450,0.04999999989499349,0.6928571431014359,19.99999987199623,0,0,1,10.00000000200232,5,0,0,0,0,0
451,0.04999999989499349,0.6928571431014359,20.99999987199623,0,0,1,10.00000000200232,5,0,0,0,0,0
452,0.04999999989499349,0.6928571431014359,21.99999987199623,0,0,1,10.00000000200232,5,0,0,0,0,0
452.0000001324062,0.04999999989499349,0.6928571431014359,22.0000000044024,0,0,1,10.00000000200232,5,0,0,0,0,0
452.0000001324062,0.04999999989499349,0.6928571431014359,22.0000000044024,0,-0.003571428571428572,0,10.00000000200232,6,0,0,0,0,1
453,0.04999999989499349,0.6892857150028866,22.0000000044024,0,-0.003571428571428572,0,10.00000000200232,6,0,0,0,0,1
454,0.04999999989499349,0.685714286431458,22.0000000044024,0,-0.003571428571428572,0,10.00000000200232,6,0,0,0,0,1
455,0.04999999989499349,0.6821428578600295,22.0000000044024,0,-0.003571428571428572,0,10.00000000200232,6,0,0,0,0,1
456,0.04999999989499349,0.6785714292886008,22.0000000044024,0,-0.003571428571428572,0,10.00000000200232,6,0,0,0,0,1
457,0.04999999989499349,0.6750000007171723,22.0000000044024,0,-0.003571428571428572,0,10.00000000200232,6,0,0,0,0,1
458,0.04999999989499349,0.6714285721457437,22.0000000044024,0,-0.003571428571428572,0,10.00000000200232,6,0,0,0,0,1
459,0.04999999989499349,0.6678571435743151,22.0000000044024,0,-0.003571428571428572,0,10.00000000200232,6,0,0,0,0,1
460,0.04999999989499349,0.6642857150028866,22.0000000044024,0,-0.003571428571428572,0,10.00000000200232,6,0,0,0,0,1
461,0.04999999989499349,0.660714286431458,22.0000000044024,0,-0.003571428571428572,0,10.00000000200232,6,0,0,0,0,1
462,0.04999999989499349,0.6571428578600295,22.0000000044024,0,-0.003571428571428572,0,10.00000000200232,6,0,0,0,0,1
463,0.04999999989499349,0.6535714292886009,22.0000000044024,0,-0.003571428571428572,0,10.00000000200232,6,0,0,0,0,1
464,0.04999999989499349,0.6500000007171723,22.0000000044024,0,-0.003571428571428572,0,10.00000000200232,6,0,0,0,0,1
465,0.04999999989499349,0.6464285721457438,22.0000000044024,0,-0.003571428571428572,0,10.00000000200232,6,0,0,0,0,1
466,0.04999999989499349,0.6428571435743151,22.0000000044024,0,-0.003571428571428572,0,10.00000000200232,6,0,0,0,0,1
467,0.04999999989499349,0.6392857150028866,22.0000000044024,0,-0.003571428571428572,0,10.00000000200232,6,0,0,0,0,1
468,0.04999999989499349,0.635714286431458,22.0000000044024,0,-0.003571428571428572,0,10.00000000200232,6,0,0,0,0,1
469,0.04999999989499349,0.6321428578600294,22.0000000044024,0,-0.003571428571428572,0,10.00000000200232,6,0,0,0,0,1
470,0.04999999989499349,0.6285714292886009,22.0000000044024,0,-0.003571428571428572,0,10.00000000200232,6,0,0,0,0,1
471,0.04999999989499349,0.6250000007171723,22.0000000044024,0,-0.003571428571428572,0,10.00000000200232,6,0,0,0,0,1
472,0.04999999989499349,0.6214285721457438,22.0000000044024,0,-0.003571428571428572,0,10.00000000200232,6,0,0,0,0,1
473,0.04999999989499349,0.6178571435743151,22.0000000044024,0,-0.003571428571428572,0,10.00000000200232,6,0,0,0,0,1
474,0.04999999989499349,0.6142857150028865,22.0000000044024,0,-0.003571428571428572,0,10.00000000200232,6,0,0,0,0,1
475,0.04999999989499349,0.610714286431458,22.0000000044024,0,-0.003571428571428572,0,10.00000000200232,6,0,0,0,0,1
476,0.04999999989499349,0.6071428578600294,22.0000000044024,0,-0.003571428571428572,0,10.00000000200232,6,0,0,0,0,1
477,0.04999999989499349,0.6035714292886009,22.0000000044024,0,-0.003571428571428572,0,10.00000000200232,6,0,0,0,0,1
478,0.04999999989499349,0.6000000007171723,22.0000000044024,0,-0.003571428571428572,0,10.00000000200232,6,0,0,0,0,1
479,0.04999999989499349,0.5964285721457437,22.0000000044024,0,-0.003571428571428572,0,10.00000000200232,6,0,0,0,0,1
480,0.04999999989499349,0.5928571435743152,22.0000000044024,0,-0.003571428571428572,0,10.00000000200232,6,0,0,0,0,1
481,0.04999999989499349,0.5892857150028866,22.0000000044024,0,-0.003571428571428572,0,10.00000000200232,6,0,0,0,0,1
482,0.04999999989499349,0.5857142864314581,22.0000000044024,0,-0.003571428571428572,0,10.00000000200232,6,0,0,0,0,1
483,0.04999999989499349,0.5821428578600295,22.0000000044024,0,-0.003571428571428572,0,10.00000000200232,6,0,0,0,0,1
484,0.04999999989499349,0.5785714292886009,22.0000000044024,0,-0.003571428571428572,0,10.00000000200232,6,0,0,0,0,1
485,0.04999999989499349,0.5750000007171723,22.0000000044024,0,-0.003571428571428572,0,10.00000000200232,6,0,0,0,0,1
486,0.04999999989499349,0.5714285721457437,22.0000000044024,0,-0.003571428571428572,0,10.00000000200232,6,0,0,0,0,1
487,0.04999999989499349,0.5678571435743152,22.0000000044024,0,-0.003571428571428572,0,10.00000000200232,6,0,0,0,0,1
488,0.04999999989499349,0.5642857150028866,22.0000000044024,0,-0.003571428571428572,0,10.00000000200232,6,0,0,0,0,1
489,0.04999999989499349,0.560714286431458,22.0000000044024,0,-0.003571428571428572,0,10.00000000200232,6,0,0,0,0,1
490,0.04999999989499349,0.5571428578600295,22.0000000044024,0,-0.003571428571428572,0,10.00000000200232,6,0,0,0,0,1
491,0.04999999989499349,0.5535714292886009,22.0000000044024,0,-0.003571428571428572,0,10.00000000200232,6,0,0,0,0,1
492,0.04999999989499349,0.5500000007171724,22.0000000044024,0,-0.003571428571428572,0,10.00000000200232,6,0,0,0,0,1
493,0.04999999989499349,0.5464285721457438,22.0000000044024,0,-0.003571428571428572,0,10.00000000200232,6,0,0,0,0,1
494,0.04999999989499349,0.5428571435743151,22.0000000044024,0,-0.003571428571428572,0,10.00000000200232,6,0,0,0,0,1
495,0.04999999989499349,0.5392857150028866,22.0000000044024,0,-0.003571428571428572,0,10.00000000200232,6,0,0,0,0,1
496,0.04999999989499349,0.535714286431458,22.0000000044024,0,-0.003571428571428572,0,10.00000000200232,6,0,0,0,0,1
497,0.04999999989499349,0.5321428578600295,22.0000000044024,0,-0.003571428571428572,0,10.00000000200232,6,0,0,0,0,1
498,0.04999999989499349,0.5285714292886009,22.0000000044024,0,-0.003571428571428572,0,10.00000000200232,6,0,0,0,0,1
499,0.04999999989499349,0.5250000007171723,22.0000000044024,0,-0.003571428571428572,0,10.00000000200232,6,0,0,0,0,1
500,0.04999999989499349,0.5214285721457438,22.0000000044024,0,-0.003571428571428572,0,10.00000000200232,6,0,0,0,0,1
501,0.04999999989499349,0.5178571435743152,22.0000000044024,0,-0.003571428571428572,0,10.00000000200232,6,0,0,0,0,1
502,0.04999999989499349,0.5142857150028866,22.0000000044024,0,-0.003571428571428572,0,10.00000000200232,6,0,0,0,0,1
503,0.04999999989499349,0.510714286431458,22.0000000044024,0,-0.003571428571428572,0,10.00000000200232,6,0,0,0,0,1
504,0.04999999989499349,0.5071428578600294,22.0000000044024,0,-0.003571428571428572,0,10.00000000200232,6,0,0,0,0,1
505,0.04999999989499349,0.5035714292886009,22.0000000044024,0,-0.003571428571428572,0,10.00000000200232,6,0,0,0,0,1
506,0.04999999989499349,0.5000000007171725,22.0000000044024,0,-0.003571428571428572,0,10.00000000200232,6,0,0,0,0,1
507,0.04999999989499349,0.4964285721457439,22.0000000044024,0,-0.003571428571428572,0,10.00000000200232,6,0,0,0,0,1
508,0.04999999989499349,0.4928571435743153,22.0000000044024,0,-0.003571428571428572,0,10.00000000200232,6,0,0,0,0,1
509,0.04999999989499349,0.4892857150028868,22.0000000044024,0,-0.003571428571428572,0,10.00000000200232,6,0,0,0,0,1
510,0.04999999989499349,0.4857142864314582,22.0000000044024,0,-0.003571428571428572,0,10.00000000200232,6,0,0,0,0,1
511,0.04999999989499349,0.4821428578600296,22.0000000044024,0,-0.003571428571428572,0,10.00000000200232,6,0,0,0,0,1
512,0.04999999989499349,0.4785714292886011,22.0000000044024,0,-0.003571428571428572,0,10.00000000200232,6,0,0,0,0,1
513,0.04999999989499349,0.4750000007171725,22.0000000044024,0,-0.003571428571428572,0,10.00000000200232,6,0,0,0,0,1
514,0.04999999989499349,0.4714285721457439,22.0000000044024,0,-0.003571428571428572,0,10.00000000200232,6,0,0,0,0,1
515,0.04999999989499349,0.4678571435743153,22.0000000044024,0,-0.003571428571428572,0,10.00000000200232,6,0,0,0,0,1
516,0.04999999989499349,0.4642857150028867,22.0000000044024,0,-0.003571428571428572,0,10.00000000200232,6,0,0,0,0,1
517,0.04999999989499349,0.4607142864314582,22.0000000044024,0,-0.003571428571428572,0,10.00000000200232,6,0,0,0,0,1
518,0.04999999989499349,0.4571428578600296,22.0000000044024,0,-0.003571428571428572,0,10.00000000200232,6,0,0,0,0,1
519,0.04999999989499349,0.4535714292886011,22.0000000044024,0,-0.003571428571428572,0,10.00000000200232,6,0,0,0,0,1
520,0.04999999989499349,0.4500000007171724,22.0000000044024,0,-0.003571428571428572,0,10.00000000200232,6,0,0,0,0,1
521,0.04999999989499349,0.4464285721457439,22.0000000044024,0,-0.003571428571428572,0,10.00000000200232,6,0,0,0,0,1
522,0.04999999989499349,0.4428571435743153,22.0000000044024,0,-0.003571428571428572,0,10.00000000200232,6,0,0,0,0,1
523,0.04999999989499349,0.4392857150028868,22.0000000044024,0,-0.003571428571428572,0,10.00000000200232,6,0,0,0,0,1
524,0.04999999989499349,0.4357142864314582,22.0000000044024,0,-0.003571428571428572,0,10.00000000200232,6,0,0,0,0,1
525,0.04999999989499349,0.4321428578600296,22.0000000044024,0,-0.003571428571428572,0,10.00000000200232,6,0,0,0,0,1
526,0.04999999989499349,0.428571429288601,22.0000000044024,0,-0.003571428571428572,0,10.00000000200232,6,0,0,0,0,1
527,0.04999999989499349,0.4250000007171725,22.0000000044024,0,-0.003571428571428572,0,10.00000000200232,6,0,0,0,0,1
528,0.04999999989499349,0.4214285721457439,22.0000000044024,0,-0.003571428571428572,0,10.00000000200232,6,0,0,0,0,1
529,0.04999999989499349,0.4178571435743154,22.0000000044024,0,-0.003571428571428572,0,10.00000000200232,6,0,0,0,0,1
